,seller,offerType,price,abtest,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
357,privat,Angebot,3000,test,kombi,manuell,136,passat,150000,diesel,volkswagen,nein,17.33
358,privat,Angebot,1100,control,kleinwagen,manuell,95,focus,150000,benzin,ford,nein,20.08
359,privat,Angebot,299,control,limousine,manuell,75,,150000,benzin,sonstige_autos,nein,22.33
360,privat,Angebot,2900,test,kombi,manuell,109,3_reihe,125000,benzin,peugeot,nein,16.33
361,privat,Angebot,3199,test,limousine,manuell,75,golf,60000,benzin,volkswagen,nein,23.33
362,privat,Angebot,42999,control,bus,automatik,224,viano,50000,,mercedes_benz,nein,8.92
363,privat,Angebot,5200,test,limousine,manuell,95,a_klasse,125000,benzin,mercedes_benz,nein,15.33
364,privat,Angebot,790,test,limousine,manuell,116,3er,150000,benzin,bmw,ja,19.08
365,privat,Angebot,7200,control,limousine,manuell,44,kaefer,100000,benzin,volkswagen,,54.67
367,privat,Angebot,2550,test,coupe,manuell,95,scirocco,150000,benzin,volkswagen,nein,29.67
369,privat,Angebot,1299,control,limousine,manuell,101,astra,150000,benzin,opel,nein,23.42
371,privat,Angebot,500,control,limousine,manuell,75,almera,125000,benzin,nissan,nein,25.42
373,privat,Angebot,6000,control,bus,automatik,109,viano,150000,diesel,mercedes_benz,nein,18.75
374,privat,Angebot,3850,control,,manuell,101,polo,150000,diesel,volkswagen,,5.0
375,privat,Angebot,8000,test,kombi,automatik,143,3er,150000,benzin,bmw,nein,12.5
376,privat,Angebot,2300,control,kleinwagen,manuell,65,picanto,125000,benzin,kia,nein,17.75
377,privat,Angebot,4700,control,kleinwagen,manuell,102,golf,150000,benzin,volkswagen,ja,15.83
378,privat,Angebot,950,control,kleinwagen,manuell,109,3_reihe,150000,benzin,peugeot,ja,19.5
379,privat,Angebot,150,control,limousine,manuell,54,corsa,150000,benzin,opel,,22.0
380,privat,Angebot,4900,control,cabrio,manuell,110,mx_reihe,90000,benzin,mazda,nein,21.42
381,privat,Angebot,1150,control,kleinwagen,manuell,60,ibiza,150000,benzin,seat,nein,20.92
382,privat,Angebot,1580,control,bus,,82,sprinter,150000,diesel,mercedes_benz,nein,19.33
383,privat,Angebot,9700,control,limousine,manuell,200,golf,150000,benzin,volkswagen,nein,16.33
384,privat,Angebot,4950,control,bus,automatik,105,touran,150000,diesel,volkswagen,nein,17.42
385,privat,Angebot,590,control,kombi,manuell,116,vectra,150000,benzin,opel,nein,23.25
386,privat,Angebot,11000,test,limousine,automatik,110,a3,70000,benzin,audi,nein,12.58
387,privat,Angebot,7450,control,limousine,manuell,140,a6,150000,diesel,audi,nein,17.92
388,privat,Angebot,6600,test,bus,manuell,131,galaxy,150000,diesel,ford,nein,16.25
390,privat,Angebot,7750,test,,manuell,76,andere,150000,benzin,fiat,nein,3.5
391,privat,Angebot,3100,control,bus,automatik,150,espace,150000,diesel,renault,nein,16.42
393,privat,Angebot,15999,control,coupe,automatik,239,a5,150000,diesel,audi,nein,10.08
394,privat,Angebot,14300,test,suv,automatik,224,m_klasse,150000,diesel,mercedes_benz,nein,13.75
395,privat,Angebot,10499,control,kombi,manuell,218,a6,150000,diesel,audi,,14.75
396,privat,Angebot,5500,control,bus,manuell,131,transporter,150000,diesel,volkswagen,ja,14.42
397,privat,Angebot,1150,test,limousine,,95,a_klasse,150000,diesel,mercedes_benz,ja,19.58
398,privat,Angebot,5200,test,kombi,automatik,143,c_klasse,150000,benzin,mercedes_benz,nein,18.5
399,privat,Angebot,3300,control,limousine,manuell,125,a_klasse,150000,benzin,mercedes_benz,nein,20.83
400,privat,Angebot,450,control,bus,manuell,90,scenic,150000,benzin,renault,nein,22.5
401,privat,Angebot,999,control,limousine,automatik,101,vectra,150000,benzin,opel,nein,23.17
402,privat,Angebot,450,test,kleinwagen,manuell,60,ka,150000,benzin,ford,nein,16.08
403,privat,Angebot,17695,control,kleinwagen,manuell,102,one,5000,benzin,mini,nein,6.33
404,privat,Angebot,1200,control,limousine,automatik,110,bora,150000,diesel,volkswagen,nein,22.75
405,privat,Angebot,7499,control,kleinwagen,manuell,150,corsa,150000,benzin,opel,nein,12.25
406,privat,Angebot,2500,control,kleinwagen,manuell,70,fiesta,150000,,ford,,17.5
407,privat,Angebot,700,test,kombi,manuell,147,vectra,150000,benzin,opel,,20.5
408,privat,Angebot,699,control,kombi,manuell,81,andere,150000,benzin,mitsubishi,nein,21.17
409,privat,Angebot,3150,control,kleinwagen,manuell,80,corsa,150000,lpg,opel,nein,14.92
410,privat,Angebot,11200,control,kombi,automatik,177,5er,150000,diesel,bmw,nein,13.58
411,privat,Angebot,10250,test,,manuell,110,golf,100000,diesel,volkswagen,,12.42
412,privat,Angebot,10350,control,limousine,manuell,140,golf,150000,diesel,volkswagen,nein,10.08
413,privat,Angebot,2290,control,kombi,manuell,101,golf,150000,diesel,volkswagen,nein,16.42
415,privat,Angebot,1750,test,kleinwagen,manuell,55,fox,150000,benzin,volkswagen,nein,16.67
416,privat,Angebot,4799,control,limousine,automatik,225,s_klasse,150000,benzin,mercedes_benz,,22.0
417,privat,Angebot,3700,test,kombi,manuell,116,mondeo,150000,diesel,ford,nein,15.25
419,privat,Angebot,1750,control,kombi,manuell,120,megane,150000,,renault,nein,17.25
420,privat,Angebot,19998,test,kombi,automatik,204,a6,150000,diesel,audi,nein,9.5
421,privat,Angebot,1999,test,kombi,manuell,107,3_reihe,150000,diesel,peugeot,nein,18.33
422,privat,Angebot,4900,control,bus,manuell,122,sprinter,150000,diesel,mercedes_benz,ja,25.0
423,privat,Angebot,600,control,,automatik,69,golf,125000,benzin,volkswagen,nein,31.83
424,privat,Angebot,7800,control,bus,manuell,140,sharan,150000,diesel,volkswagen,nein,15.17
425,privat,Angebot,2850,control,kombi,manuell,90,astra,150000,benzin,opel,nein,16.25
426,privat,Angebot,12000,control,limousine,manuell,211,golf,150000,benzin,volkswagen,nein,11.33
428,privat,Angebot,1000,test,kleinwagen,manuell,101,a3,5000,benzin,audi,ja,22.0
429,privat,Angebot,3699,test,limousine,automatik,122,c_klasse,150000,diesel,mercedes_benz,nein,17.83
431,privat,Angebot,1300,control,limousine,manuell,64,ibiza,125000,benzin,seat,ja,16.08
432,privat,Angebot,23900,control,limousine,automatik,286,x_reihe,125000,diesel,bmw,ja,10.17
433,privat,Angebot,500,test,coupe,manuell,102,3er,150000,benzin,bmw,ja,22.83
434,privat,Angebot,11500,control,kombi,automatik,170,passat,125000,diesel,volkswagen,,14.33
435,privat,Angebot,550,control,coupe,manuell,125,,5000,benzin,ford,,19.08
436,privat,Angebot,2850,test,limousine,manuell,150,3er,150000,benzin,bmw,nein,26.83
438,privat,Angebot,4150,test,,manuell,102,golf,150000,benzin,volkswagen,,4.0
439,privat,Angebot,590,test,kleinwagen,manuell,54,corsa,150000,benzin,opel,nein,23.0
440,privat,Angebot,1000,control,limousine,manuell,101,golf,150000,benzin,volkswagen,ja,23.33
441,privat,Angebot,700,test,limousine,manuell,75,golf,150000,benzin,volkswagen,nein,24.67
442,privat,Angebot,1050,test,kombi,manuell,90,passat,150000,benzin,volkswagen,nein,25.58
443,privat,Angebot,33900,control,kombi,automatik,204,a6,40000,diesel,audi,nein,7.92
444,privat,Angebot,6000,test,limousine,automatik,160,insignia,100000,diesel,opel,nein,11.75
445,privat,Angebot,750,control,kleinwagen,manuell,45,corsa,150000,benzin,opel,nein,26.0
446,privat,Angebot,790,test,limousine,manuell,84,andere,150000,benzin,suzuki,nein,26.5
447,privat,Angebot,599,test,limousine,manuell,90,80,150000,benzin,audi,nein,29.0
448,privat,Angebot,2450,test,kleinwagen,manuell,54,polo,150000,benzin,volkswagen,nein,18.08
450,privat,Angebot,10999,control,limousine,manuell,140,civic,40000,benzin,honda,nein,10.25
452,privat,Angebot,800,test,,manuell,75,golf,150000,benzin,volkswagen,,5.25
454,privat,Angebot,750,test,,manuell,50,fiesta,70000,benzin,ford,,4.0
455,privat,Angebot,999,control,bus,manuell,116,voyager,150000,diesel,chrysler,,21.0
456,privat,Angebot,7800,test,kombi,manuell,230,,150000,,audi,,14.0
457,privat,Angebot,3000,control,,manuell,163,c_klasse,150000,,mercedes_benz,,4.67
458,privat,Angebot,690,test,kleinwagen,manuell,60,polo,150000,benzin,volkswagen,nein,22.17
459,privat,Angebot,600,test,kombi,manuell,75,golf,150000,benzin,volkswagen,nein,23.5
460,privat,Angebot,3999,control,limousine,manuell,105,golf,80000,benzin,volkswagen,nein,18.75
462,privat,Angebot,52900,test,cabrio,manuell,315,boxster,20000,benzin,porsche,nein,9.92
463,privat,Angebot,2000,control,kombi,manuell,101,a4,125000,benzin,audi,ja,23.83
465,privat,Angebot,700,control,kombi,manuell,75,astra,150000,benzin,opel,nein,23.0
466,privat,Angebot,15900,test,cabrio,automatik,163,clk,90000,benzin,mercedes_benz,nein,14.25
467,privat,Angebot,4300,control,cabrio,manuell,136,2_reihe,80000,benzin,peugeot,nein,19.33
468,privat,Angebot,3850,control,limousine,manuell,105,astra,100000,benzin,opel,nein,16.17
469,privat,Angebot,5900,control,kleinwagen,manuell,69,i_reihe,10000,benzin,hyundai,nein,8.58
470,privat,Angebot,1500,test,limousine,manuell,102,3er,150000,benzin,bmw,nein,27.33
471,privat,Angebot,2100,test,andere,automatik,105,3er,100000,benzin,bmw,nein,22.83
472,privat,Angebot,18000,test,kombi,automatik,231,c_klasse,70000,benzin,mercedes_benz,nein,12.33
473,privat,Angebot,1250,control,kleinwagen,manuell,55,polo,150000,benzin,volkswagen,nein,27.42
474,privat,Angebot,3600,control,limousine,manuell,105,leon,150000,benzin,seat,nein,17.25
475,privat,Angebot,3999,test,kleinwagen,manuell,75,colt,90000,benzin,mitsubishi,nein,12.5
476,privat,Angebot,2850,test,bus,manuell,101,transit,150000,diesel,ford,nein,20.5
477,privat,Angebot,3200,control,,manuell,88,,125000,,citroen,nein,4.17
478,privat,Angebot,400,control,kleinwagen,manuell,60,punto,150000,benzin,fiat,nein,26.5
480,privat,Angebot,1500,control,limousine,automatik,101,a4,150000,benzin,audi,nein,25.92
481,privat,Angebot,180,test,kombi,manuell,75,astra,150000,benzin,opel,nein,25.83
482,privat,Angebot,20900,control,kombi,manuell,184,5er,150000,diesel,bmw,nein,9.92
484,privat,Angebot,4800,test,kombi,manuell,105,astra,150000,benzin,opel,nein,16.83
486,privat,Angebot,650,control,limousine,manuell,58,,150000,benzin,sonstige_autos,,31.75
488,privat,Angebot,5999,control,bus,manuell,95,vito,150000,diesel,mercedes_benz,nein,14.83
489,privat,Angebot,5299,control,limousine,manuell,105,golf,150000,diesel,volkswagen,nein,17.92
490,privat,Angebot,15500,test,suv,automatik,184,tucson,150000,diesel,hyundai,,11.92
491,privat,Angebot,5555,control,cabrio,automatik,45,fortwo,125000,diesel,smart,nein,12.58
492,privat,Angebot,5500,test,limousine,manuell,105,golf,150000,diesel,volkswagen,,14.0
494,privat,Angebot,1200,test,kombi,manuell,121,andere,150000,,mazda,ja,18.25
495,privat,Angebot,8000,control,,manuell,122,1er,80000,benzin,bmw,nein,6.0
496,privat,Angebot,12500,test,coupe,manuell,370,tt,150000,benzin,audi,,22.67
498,privat,Angebot,490,test,kleinwagen,manuell,70,corsa,150000,benzin,opel,,24.0
499,privat,Angebot,4500,test,coupe,manuell,170,3er,150000,benzin,bmw,,23.0
500,privat,Angebot,13000,test,suv,automatik,360,andere,125000,benzin,chevrolet,nein,19.08
501,privat,Angebot,4300,test,,manuell,105,golf,150000,diesel,volkswagen,,16.0
503,privat,Angebot,2800,control,kombi,manuell,155,mondeo,150000,diesel,ford,nein,16.58
504,privat,Angebot,8250,control,limousine,automatik,170,golf,150000,diesel,volkswagen,nein,15.83
505,privat,Angebot,14490,control,limousine,manuell,131,qashqai,70000,diesel,nissan,nein,9.83
507,privat,Angebot,1250,control,,manuell,109,,150000,benzin,citroen,nein,5.58
508,privat,Angebot,1400,control,kleinwagen,automatik,75,twingo,125000,benzin,renault,ja,20.92
510,privat,Angebot,6900,control,limousine,manuell,224,leon,150000,benzin,seat,nein,18.92
511,privat,Angebot,11500,control,suv,automatik,163,m_klasse,90000,diesel,mercedes_benz,,16.67
512,privat,Angebot,24500,test,kombi,manuell,184,e_klasse,40000,benzin,mercedes_benz,nein,9.58
513,privat,Angebot,12699,control,kombi,automatik,190,a6,150000,diesel,audi,nein,12.08
515,privat,Angebot,16800,test,bus,manuell,131,transporter,150000,diesel,volkswagen,nein,13.58
516,privat,Angebot,5800,test,cabrio,automatik,71,fortwo,70000,benzin,smart,nein,12.75
517,privat,Angebot,14000,test,kombi,manuell,211,a4,150000,benzin,audi,nein,12.83
518,privat,Angebot,22650,test,coupe,automatik,258,andere,100000,benzin,jaguar,nein,14.75
520,privat,Angebot,6600,test,,manuell,200,golf,150000,benzin,volkswagen,,5.33
522,privat,Angebot,2450,control,limousine,manuell,150,a3,150000,benzin,audi,nein,22.5
523,privat,Angebot,1400,control,kleinwagen,manuell,58,clio,125000,benzin,renault,nein,19.08
524,privat,Angebot,23650,test,kombi,automatik,170,e_klasse,125000,diesel,mercedes_benz,nein,11.42
525,privat,Angebot,7600,test,coupe,manuell,101,mustang,50000,benzin,ford,nein,45.5
526,privat,Angebot,8700,control,limousine,automatik,140,golf,70000,diesel,volkswagen,nein,17.75
527,privat,Angebot,200,test,kleinwagen,manuell,45,polo,150000,,volkswagen,ja,25.0
528,privat,Angebot,14980,control,limousine,automatik,231,5er,150000,diesel,bmw,nein,15.25
529,privat,Angebot,4200,test,limousine,manuell,145,focus,150000,benzin,ford,nein,16.58
530,privat,Angebot,5399,control,limousine,manuell,80,golf,150000,benzin,volkswagen,nein,15.0
531,privat,Angebot,2500,test,suv,manuell,80,andere,150000,benzin,suzuki,nein,27.75
532,privat,Angebot,46800,test,cabrio,automatik,326,m_reihe,10000,benzin,bmw,nein,6.33
533,privat,Angebot,799,test,kleinwagen,manuell,75,corsa,150000,benzin,opel,ja,19.0
534,privat,Angebot,3900,test,cabrio,manuell,109,2_reihe,125000,benzin,peugeot,nein,19.83
535,privat,Angebot,300,control,kleinwagen,manuell,58,twingo,125000,,renault,,23.92
536,privat,Angebot,850,control,kleinwagen,manuell,60,polo,150000,benzin,volkswagen,nein,21.92
537,privat,Angebot,6490,control,cabrio,manuell,125,andere,125000,benzin,audi,nein,23.33
538,privat,Angebot,2500,control,kleinwagen,automatik,83,jazz,125000,benzin,honda,nein,19.75
539,privat,Angebot,900,control,kleinwagen,manuell,60,fiesta,150000,benzin,ford,nein,20.75
540,privat,Angebot,333,test,kleinwagen,manuell,33,corsa,150000,benzin,opel,nein,26.75
541,privat,Angebot,500,control,kleinwagen,manuell,71,astra,150000,benzin,opel,nein,27.17
542,privat,Angebot,500,control,kombi,manuell,136,,150000,benzin,mercedes_benz,nein,23.5
543,privat,Angebot,1099,test,limousine,manuell,170,3er,150000,benzin,bmw,,24.0
545,privat,Angebot,4300,test,,automatik,184,x_reihe,150000,,bmw,ja,4.58
546,privat,Angebot,1500,test,limousine,manuell,115,6_reihe,150000,benzin,mazda,nein,24.33
548,privat,Angebot,1399,control,,manuell,90,2_reihe,150000,,peugeot,nein,4.5
549,privat,Angebot,23500,control,cabrio,manuell,184,cooper,20000,benzin,mini,nein,8.83
550,privat,Angebot,5499,control,limousine,manuell,125,astra,40000,benzin,opel,nein,15.33
551,privat,Angebot,5950,test,kombi,manuell,163,e_klasse,125000,benzin,mercedes_benz,nein,18.25
552,privat,Angebot,9000,test,suv,manuell,141,qashqai,150000,benzin,nissan,nein,14.83
553,privat,Angebot,1650,test,limousine,manuell,125,a_klasse,150000,benzin,mercedes_benz,nein,21.33
554,privat,Angebot,7950,control,kombi,automatik,170,passat,150000,diesel,volkswagen,nein,15.5
555,privat,Angebot,14500,control,kombi,automatik,231,3er,150000,diesel,bmw,nein,14.17
556,privat,Angebot,18599,test,bus,manuell,140,galaxy,60000,diesel,ford,nein,8.83
557,privat,Angebot,4900,test,,automatik,71,fortwo,30000,,smart,nein,4.33
558,privat,Angebot,3750,test,bus,manuell,147,zafira,125000,benzin,opel,nein,18.33
559,privat,Angebot,2000,control,limousine,manuell,94,almera,150000,benzin,nissan,nein,19.25
561,privat,Angebot,2499,test,kombi,manuell,192,,150000,benzin,bmw,,20.75
562,privat,Angebot,940,control,kombi,manuell,75,astra,125000,lpg,opel,nein,24.58
563,privat,Angebot,4100,control,cabrio,manuell,116,3er,150000,benzin,bmw,nein,26.0
564,privat,Angebot,2200,test,kleinwagen,manuell,102,corsa,100000,benzin,opel,nein,18.92
566,privat,Angebot,17700,test,kombi,automatik,156,c_klasse,70000,benzin,mercedes_benz,nein,10.67
567,privat,Angebot,21500,control,coupe,manuell,211,scirocco,40000,benzin,volkswagen,nein,7.25
568,privat,Angebot,1950,control,,automatik,54,fortwo,125000,,smart,nein,5.0
569,privat,Angebot,2700,test,bus,,150,sharan,150000,benzin,volkswagen,nein,20.17
570,privat,Angebot,8500,control,kombi,manuell,170,a4,150000,diesel,audi,nein,14.75
571,privat,Angebot,8200,control,bus,manuell,179,meriva,125000,benzin,opel,nein,15.25
572,privat,Angebot,4000,test,bus,manuell,90,golf,150000,diesel,volkswagen,ja,13.33
573,privat,Angebot,3800,control,cabrio,manuell,125,tigra,125000,benzin,opel,nein,17.0
574,privat,Angebot,10000,control,,manuell,174,andere,150000,,volkswagen,nein,5.42
575,privat,Angebot,5990,control,suv,manuell,150,andere,125000,benzin,ford,nein,34.58
576,privat,Angebot,3890,test,limousine,automatik,110,corolla,125000,benzin,toyota,nein,18.42
577,privat,Angebot,650,test,,manuell,75,golf,150000,benzin,volkswagen,,4.08
578,privat,Angebot,1100,test,cabrio,manuell,75,golf,150000,benzin,volkswagen,nein,25.0
579,privat,Angebot,3100,control,bus,manuell,68,,150000,diesel,volkswagen,,25.08
580,privat,Angebot,1400,test,limousine,manuell,150,5er,150000,benzin,bmw,ja,24.75
581,privat,Angebot,8400,test,coupe,manuell,150,andere,150000,benzin,porsche,nein,35.58
582,privat,Angebot,7300,control,,automatik,313,touareg,150000,,volkswagen,nein,4.58
583,privat,Angebot,250,control,limousine,manuell,75,golf,80000,benzin,volkswagen,nein,27.33
584,privat,Angebot,4000,test,kombi,automatik,163,a4,150000,benzin,audi,nein,19.75
585,privat,Angebot,950,test,kleinwagen,manuell,60,,150000,benzin,peugeot,,22.75
586,privat,Angebot,3250,test,kombi,manuell,140,touran,150000,diesel,volkswagen,,16.5
587,privat,Angebot,16500,control,cabrio,manuell,163,a4,50000,benzin,audi,nein,12.33
588,privat,Angebot,850,test,kombi,manuell,122,nubira,150000,benzin,daewoo,ja,17.92
589,privat,Angebot,1450,test,limousine,manuell,75,golf,150000,benzin,volkswagen,,22.5
590,privat,Angebot,3300,test,limousine,manuell,122,vectra,150000,benzin,opel,nein,18.67
591,privat,Angebot,16500,control,bus,automatik,174,transporter,150000,diesel,volkswagen,nein,14.25
594,privat,Angebot,599,test,limousine,manuell,75,focus,150000,benzin,ford,ja,22.5
595,privat,Angebot,990,test,kleinwagen,manuell,50,fiesta,90000,benzin,ford,nein,24.33
596,privat,Angebot,1800,control,bus,manuell,145,galaxy,150000,benzin,ford,nein,19.83
600,privat,Angebot,3450,test,cabrio,manuell,110,golf,150000,benzin,volkswagen,nein,20.58
601,privat,Angebot,400,test,kombi,manuell,95,vectra,150000,,opel,,21.0
602,privat,Angebot,900,test,kleinwagen,manuell,75,clio,150000,benzin,renault,nein,22.42
603,privat,Angebot,2250,control,bus,manuell,103,andere,150000,cng,fiat,nein,15.42
604,privat,Angebot,8700,test,suv,manuell,107,duster,125000,diesel,dacia,nein,10.42
606,privat,Angebot,4550,control,kleinwagen,manuell,94,justy,70000,benzin,subaru,,13.67
607,privat,Angebot,2500,test,kleinwagen,manuell,75,sandero,60000,benzin,dacia,nein,12.83
608,privat,Angebot,700,test,kombi,manuell,116,focus,150000,benzin,ford,nein,22.5
609,privat,Angebot,8499,test,limousine,manuell,150,a3,125000,benzin,audi,nein,16.83
610,privat,Angebot,600,test,bus,manuell,75,kangoo,150000,benzin,renault,ja,21.0
611,privat,Angebot,4399,control,bus,manuell,136,touran,150000,diesel,volkswagen,nein,18.67
612,privat,Angebot,2900,test,kleinwagen,manuell,85,yaris,60000,benzin,toyota,nein,18.33
613,privat,Angebot,2222,test,kombi,manuell,116,mondeo,150000,diesel,ford,nein,18.42
614,privat,Angebot,22500,control,kombi,automatik,184,c_klasse,60000,benzin,mercedes_benz,nein,10.58
615,privat,Angebot,10499,test,kombi,manuell,160,insignia,150000,diesel,opel,nein,12.33
616,privat,Angebot,4500,control,kleinwagen,automatik,45,fortwo,125000,diesel,smart,nein,13.67
